"ID","value","group","metric"
100,366,"Post-Cranial","TiL1 L"
100,364,"Post-Cranial","TiL2 R"
100,366,"Post-Cranial","TiL2 L"
100,35.7,"Post-Cranial","TiD1 R"
100,34.5,"Post-Cranial","TiD1 L"
100,23,"Post-Cranial","TiD2 R"
100,22.6,"Post-Cranial","TiD2 L"
100,81,"Post-Cranial","CaL R"
100,55.7,"Post-Cranial","TaL R"
100,48.2,"Post-Cranial","FeHD L"
100,444,"Post-Cranial","FeL2 R"
100,48,"Post-Cranial","FeHD R"
104,135,"Cranial","S1 Frontal Arc"
104,112,"Cranial","S1' Frontal Chord"
104,107.3,"Post-Cranial","SaB"
104,38.9,"Post-Cranial","BW"
104,425,"Post-Cranial","FeL1 R"
104,426,"Post-Cranial","FeL1 L"
104,128,"Post-Cranial","CLL1 R"
104,35.3,"Post-Cranial","GLL R"
104,34.4,"Post-Cranial","GLL L"
104,23,"Post-Cranial","GLB R"
104,21,"Post-Cranial","GLB L"
104,294,"Post-Cranial","HuL1 R"
104,285,"Post-Cranial","HuL1 L"
104,41.2,"Post-Cranial","HuHD R"
104,40.4,"Post-Cranial","HuHD L"
104,16.9,"Post-Cranial","HuD1 R"
104,16.6,"Post-Cranial","HuD1 L"
104,13.9,"Post-Cranial","HuD2 R"
104,13.7,"Post-Cranial","HuD2 L"
104,52,"Post-Cranial","HuC R"
104,53,"Post-Cranial","HuC L"
104,50,"Post-Cranial","HuE1 R"
104,50.9,"Post-Cranial","HuE1 L"
104,212,"Post-Cranial","RaL R"
104,210,"Post-Cranial","RaL L"
104,17.6,"Post-Cranial","RaHD R"
104,18.6,"Post-Cranial","RaHD L"
104,229,"Post-Cranial","ULL1 R"
104,225,"Post-Cranial","ULL1 L"
104,46.6,"Post-Cranial","TaL L"
104,23.3,"Post-Cranial","FeD1 R"
104,22.6,"Post-Cranial","FeD1 L"
104,30.6,"Post-Cranial","FeD2 R"
104,29.7,"Post-Cranial","FeD2 L"
104,26.1,"Post-Cranial","FeD3 R"
104,26.4,"Post-Cranial","FeD3 L"
104,25.3,"Post-Cranial","FeD4 R"
104,25,"Post-Cranial","FeD4 L"
104,80,"Post-Cranial","FeC R"
104,80,"Post-Cranial","FeC L"
104,72.7,"Post-Cranial","FeE R"
104,72.7,"Post-Cranial","FeE L"
104,344,"Post-Cranial","TiL1 R"
104,341,"Post-Cranial","TiL1 L"
104,344,"Post-Cranial","TiL2 R"
104,342,"Post-Cranial","TiL2 L"
104,27.5,"Post-Cranial","TiD1 R"
104,24.3,"Post-Cranial","TiD1 L"
104,21.3,"Post-Cranial","TiD2 R"
104,22.4,"Post-Cranial","TiD2 L"
104,69.6,"Post-Cranial","TiE R"
104,67.8,"Post-Cranial","TiE L"
104,72.7,"Post-Cranial","CaL R"
104,72.4,"Post-Cranial","CaL L"
104,48,"Post-Cranial","TaL R"
104,38.8,"Post-Cranial","FeHD L"
104,419,"Post-Cranial","FeL2 R"
104,420,"Post-Cranial","FeL2 L"
104,39.4,"Post-Cranial","FeHD R"
112,43.7,"Cranial","G'1 Palatal Length (st-o)"
112,47,"Cranial","ext-L External Length"
112,145,"Cranial","B Maximum Breadth"
112,134,"Cranial","H' Basi-Bregmatic Height"
112,325,"Cranial","BQ' Transverse Biporial Arc"
112,135,"Cranial","S2 Parietal Arc"
112,130,"Cranial","S3 Occipital Arc"
112,105,"Cranial","S3' Occipital Chord"
112,116.5,"Cranial","Biast B Biasterionic Breadth"
112,38.3,"Cranial","FL Foraminal Length"
112,30,"Cranial","FB Foraminal Breadth"
112,130,"Cranial","PBH Porion-Bregma Height R"
112,128,"Cranial","PBH Porion-Bregma Height L"
112,118,"Mandibular","ML Maximum Length"
112,129,"Mandibular","W1 Bicondylar Width"
112,103.1,"Mandibular","GoGo Bigonial Breadth"
112,51.5,"Mandibular","ZZ Biforamen Breadth"
112,138,"Mandibular","M< Mandibular Angle"
112,31.8,"Mandibular","RB' Minimum Ramus B R"
112,31.4,"Mandibular","RB' Minimum Ramus B L"
112,73.1,"Mandibular","CrH Coronoid Height R"
112,68.7,"Mandibular","CrH Coronoid Height L"
112,70.4,"Mandibular","RH Ramus Height R"
112,69.4,"Mandibular","RH Ramus Height L"
112,158,"Post-Cranial","CLL1 R"
112,159,"Post-Cranial","CLL1 L"
112,48,"Post-Cranial","GLL R"
112,33,"Post-Cranial","GLB R"
112,34,"Post-Cranial","GLB L"
112,350,"Post-Cranial","HuL1 R"
112,21,"Post-Cranial","HuD2 R"
112,84,"Post-Cranial","HuC R"
112,71,"Post-Cranial","HuE1 R"
112,294,"Post-Cranial","ULL1 R"
112,39.9,"Cranial","G'2 Palatal Breadth (end-end)"
115,410,"Post-Cranial","FeL1 R"
115,54.2,"Post-Cranial","HuE1 L"
115,219,"Post-Cranial","RaL R"
115,239,"Post-Cranial","ULL1 L"
115,48.2,"Post-Cranial","TaL L"
115,30.5,"Post-Cranial","FeD1 R"
115,28.6,"Post-Cranial","FeD1 L"
115,30.6,"Post-Cranial","FeD2 R"
115,30.7,"Post-Cranial","FeD2 L"
115,28.9,"Post-Cranial","FeD3 R"
115,27.2,"Post-Cranial","FeD4 R"
115,87,"Post-Cranial","FeC R"
115,334,"Post-Cranial","TiL1 R"
115,336,"Post-Cranial","TiL2 R"
115,32.7,"Post-Cranial","TiD1 R"
115,32.2,"Post-Cranial","TiD1 L"
115,21.3,"Post-Cranial","TiD2 R"
115,20.5,"Post-Cranial","TiD2 L"
115,77.1,"Post-Cranial","CaL L"
115,48.7,"Post-Cranial","TaL R"
115,39.4,"Post-Cranial","FeHD L"
115,405,"Post-Cranial","FeL2 R"
115,40.4,"Post-Cranial","FeHD R"
143,30.1,"Mandibular","RB' Minimum Ramus B R"
143,28.3,"Mandibular","RB' Minimum Ramus B L"
143,70.4,"Mandibular","CrH Coronoid Height R"
143,70.4,"Mandibular","RH Ramus Height R"
143,70.2,"Mandibular","RH Ramus Height L"
143,104.6,"Post-Cranial","SaL"
143,111.6,"Post-Cranial","SaB"
143,61.2,"Post-Cranial","BW"
143,446,"Post-Cranial","FeL1 R"
143,443,"Post-Cranial","FeL1 L"
143,151,"Post-Cranial","CLL1 R"
143,43,"Post-Cranial","GLL R"
143,43.8,"Post-Cranial","GLL L"
143,32,"Post-Cranial","GLB R"
143,33,"Post-Cranial","GLB L"
143,332,"Post-Cranial","HuL1 R"
143,332,"Post-Cranial","HuL1 L"
143,49,"Post-Cranial","HuHD R"
143,48,"Post-Cranial","HuHD L"
143,23,"Post-Cranial","HuD1 R"
143,22.3,"Post-Cranial","HuD1 L"
143,19.2,"Post-Cranial","HuD2 R"
143,18.3,"Post-Cranial","HuD2 L"
143,72,"Post-Cranial","HuC R"
143,72,"Post-Cranial","HuC L"
143,63.2,"Post-Cranial","HuE1 R"
143,63.4,"Post-Cranial","HuE1 L"
143,243,"Post-Cranial","RaL R"
143,241,"Post-Cranial","RaL L"
143,22.7,"Post-Cranial","RaHD L"
143,258,"Post-Cranial","ULL1 R"
143,261,"Post-Cranial","ULL1 L"
143,53.5,"Post-Cranial","TaL L"
143,29.3,"Post-Cranial","FeD1 R"
143,27.8,"Post-Cranial","FeD1 L"
143,37.9,"Post-Cranial","FeD2 R"
143,36.7,"Post-Cranial","FeD2 L"
143,26,"Post-Cranial","FeD3 R"
143,27.7,"Post-Cranial","FeD3 L"
143,32,"Post-Cranial","FeD4 R"
143,31,"Post-Cranial","FeD4 L"
143,79,"Post-Cranial","FeC R"
143,90,"Post-Cranial","FeC L"
143,88,"Post-Cranial","FeE R"
143,350,"Post-Cranial","TiL1 R"
143,348,"Post-Cranial","TiL2 R"
143,31.6,"Post-Cranial","TiD1 R"
143,32.2,"Post-Cranial","TiD1 L"
143,24.4,"Post-Cranial","TiD2 R"
143,24,"Post-Cranial","TiD2 L"
143,74.7,"Post-Cranial","TiE R"
143,78.3,"Post-Cranial","CaL R"
143,79.6,"Post-Cranial","CaL L"
143,53.4,"Post-Cranial","TaL R"
143,50.3,"Post-Cranial","FeHD L"
143,444,"Post-Cranial","FeL2 R"
143,439,"Post-Cranial","FeL2 L"
143,49.1,"Post-Cranial","FeHD R"
147,13.4,"Cranial","SC Simotic Chord"
147,24.5,"Cranial","DC Bi-Dacryonic Chord"
147,40,"Cranial","DA Bi-Dacryonic Arc"
147,41.6,"Cranial","O'1 Orbital Breadth R"
147,198,"Cranial","L Maximum Length"
147,154,"Cranial","B Maximum Breadth"
147,141,"Cranial","H' Basi-Bregmatic Height"
147,103,"Cranial","LB Basi-Nasal Length"
147,144.7,"Cranial","J Bizygomatic Breadth"
147,315,"Cranial","BQ' Transverse Biporial Arc"
147,140,"Cranial","S1 Frontal Arc"
147,130,"Cranial","S2 Parietal Arc"
147,126,"Cranial","S3 Occipital Arc"
147,126.6,"Cranial","S1' Frontal Chord"
147,125.8,"Cranial","S2' Parietal Chord"
147,103.7,"Cranial","S3' Occipital Chord"
147,560,"Cranial","U Max. Circumference"
147,116,"Cranial","Biast B Biasterionic Breadth"
147,38.7,"Cranial","FL Foraminal Length"
147,33.5,"Cranial","FB Foraminal Breadth"
147,105.4,"Cranial","ec-ec Bi-Orbital Breadth"
147,110,"Cranial","fmt-fmt Upper Facial Breadth"
147,40.6,"Cranial","O'1 Orbital Breadth L"
147,32.4,"Cranial","O'2 Orbital Length R"
147,33.2,"Cranial","O'2 Orbital Length L"
147,135,"Cranial","PBH Porion-Bregma Height R"
147,133,"Cranial","PBH Porion-Bregma Height L"
147,33,"Mandibular","H1 Symphyseal Height"
147,49,"Mandibular","ZZ Biforamen Breadth"
147,122,"Mandibular","M< Mandibular Angle"
147,34.4,"Mandibular","RB' Minimum Ramus B R"
147,33,"Mandibular","RB' Minimum Ramus B L"
147,70.6,"Mandibular","CrH Coronoid Height R"
147,70.4,"Mandibular","CrH Coronoid Height L"
147,77.8,"Mandibular","RH Ramus Height R"
147,76.4,"Mandibular","RH Ramus Height L"
147,100,"Post-Cranial","SaL"
147,118.3,"Post-Cranial","SaB"
147,64,"Post-Cranial","BW"
147,490,"Post-Cranial","FeL1 R"
147,492,"Post-Cranial","FeL1 L"
147,43.2,"Post-Cranial","GLL R"
147,43.1,"Post-Cranial","GLL L"
147,33.6,"Post-Cranial","GLB R"
147,33.2,"Post-Cranial","GLB L"
147,354,"Post-Cranial","HuL1 R"
147,351,"Post-Cranial","HuL1 L"
147,52,"Post-Cranial","HuHD R"
147,52,"Post-Cranial","HuHD L"
147,24.1,"Post-Cranial","HuD1 R"
147,22.8,"Post-Cranial","HuD1 L"
147,23,"Post-Cranial","HuD2 R"
147,22,"Post-Cranial","HuD2 L"
147,75,"Post-Cranial","HuC R"
147,72,"Post-Cranial","HuC L"
147,68.4,"Post-Cranial","HuE1 R"
147,67.5,"Post-Cranial","HuE1 L"
147,263,"Post-Cranial","RaL R"
147,256,"Post-Cranial","RaL L"
147,26,"Post-Cranial","RaHD R"
147,25.7,"Post-Cranial","RaHD L"
147,280,"Post-Cranial","ULL1 R"
147,59.7,"Post-Cranial","TaL L"
147,32.7,"Post-Cranial","FeD1 R"
147,32.7,"Post-Cranial","FeD1 L"
147,35.1,"Post-Cranial","FeD2 R"
147,34.2,"Post-Cranial","FeD2 L"
147,30.8,"Post-Cranial","FeD3 R"
147,31.7,"Post-Cranial","FeD3 L"
147,30.4,"Post-Cranial","FeD4 R"
147,32,"Post-Cranial","FeD4 L"
147,96,"Post-Cranial","FeC R"
147,98,"Post-Cranial","FeC L"
147,87,"Post-Cranial","FeE R"
147,85,"Post-Cranial","FeE L"
147,399,"Post-Cranial","TiL1 R"
147,403,"Post-Cranial","TiL1 L"
147,398,"Post-Cranial","TiL2 R"
147,401,"Post-Cranial","TiL2 L"
147,38.5,"Post-Cranial","TiD1 R"
147,36,"Post-Cranial","TiD1 L"
147,29.6,"Post-Cranial","TiD2 R"
147,30,"Post-Cranial","TiD2 L"
147,83,"Post-Cranial","TiE R"
147,81.2,"Post-Cranial","TiE L"
147,400,"Post-Cranial","FiL1 R"
147,87,"Post-Cranial","CaL R"
147,84.5,"Post-Cranial","CaL L"
147,59.4,"Post-Cranial","TaL R"
147,52.2,"Post-Cranial","FeHD L"
147,490,"Post-Cranial","FeL2 R"
147,489,"Post-Cranial","FeL2 L"
147,53.8,"Post-Cranial","FeHD R"
152,96,"Mandibular","ML Maximum Length"
152,114.9,"Mandibular","W1 Bicondylar Width"
152,38.1,"Mandibular","ZZ Biforamen Breadth"
152,130,"Mandibular","M< Mandibular Angle"
152,47.5,"Mandibular","CrH Coronoid Height R"
152,53.6,"Mandibular","RH Ramus Height R"
152,447,"Post-Cranial","FeL1 R"
152,449,"Post-Cranial","FeL1 L"
152,129,"Post-Cranial","CLL1 L"
152,36.8,"Post-Cranial","GLL L"
152,25,"Post-Cranial","GLB L"
152,311,"Post-Cranial","HuL1 R"
152,306,"Post-Cranial","HuL1 L"
152,40.3,"Post-Cranial","HuHD R"
152,40.4,"Post-Cranial","HuHD L"
152,19.1,"Post-Cranial","HuD1 R"
152,18.2,"Post-Cranial","HuD1 L"
152,15.2,"Post-Cranial","HuD2 R"
152,14.7,"Post-Cranial","HuD2 L"
152,59,"Post-Cranial","HuC R"
152,56,"Post-Cranial","HuC L"
152,55.3,"Post-Cranial","HuE1 R"
152,53.9,"Post-Cranial","HuE1 L"
152,231,"Post-Cranial","ULL1 R"
152,229,"Post-Cranial","ULL1 L"
152,50.5,"Post-Cranial","TaL L"
152,26.6,"Post-Cranial","FeD1 R"
152,25.4,"Post-Cranial","FeD1 L"
152,34.3,"Post-Cranial","FeD2 R"
152,35.2,"Post-Cranial","FeD2 L"
152,25.1,"Post-Cranial","FeD3 R"
152,25.9,"Post-Cranial","FeD3 L"
152,23.2,"Post-Cranial","FeD4 R"
152,22.8,"Post-Cranial","FeD4 L"
152,83,"Post-Cranial","FeC R"
152,82,"Post-Cranial","FeC L"
152,74.1,"Post-Cranial","FeE R"
152,72.4,"Post-Cranial","FeE L"
152,360,"Post-Cranial","TiL1 R"
152,359,"Post-Cranial","TiL2 R"
152,31.8,"Post-Cranial","TiD1 R"
152,30.3,"Post-Cranial","TiD1 L"
152,22,"Post-Cranial","TiD2 R"
152,21.9,"Post-Cranial","TiD2 L"
152,77.8,"Post-Cranial","CaL R"
152,77.2,"Post-Cranial","CaL L"
152,42.9,"Post-Cranial","FeHD L"
152,445,"Post-Cranial","FeL2 R"
152,446,"Post-Cranial","FeL2 L"
152,43.3,"Post-Cranial","FeHD R"
154,52.1,"Cranial","NH' Nasal Height"
154,9.6,"Cranial","SC Simotic Chord"
154,25.1,"Cranial","DC Bi-Dacryonic Chord"
154,42,"Cranial","DA Bi-Dacryonic Arc"
154,200,"Cranial","L Maximum Length"
154,138,"Cranial","B Maximum Breadth"
154,135,"Cranial","H' Basi-Bregmatic Height"
154,106,"Cranial","LB Basi-Nasal Length"
154,311,"Cranial","BQ' Transverse Biporial Arc"
154,123,"Cranial","S1 Frontal Arc"
154,107.4,"Cranial","S1' Frontal Chord"
154,120,"Cranial","Biast B Biasterionic Breadth"
154,38.1,"Cranial","FL Foraminal Length"
154,32.8,"Cranial","FB Foraminal Breadth"
154,106.5,"Cranial","fmt-fmt Upper Facial Breadth"
154,35.9,"Cranial","O'2 Orbital Length R"
154,135,"Cranial","PBH Porion-Bregma Height R"
154,131,"Cranial","PBH Porion-Bregma Height L"
154,122,"Mandibular","M< Mandibular Angle"
154,29.1,"Mandibular","RB' Minimum Ramus B R"
154,62.8,"Mandibular","CrH Coronoid Height R"
154,67.8,"Mandibular","RH Ramus Height R"
154,50.3,"Post-Cranial","BW"
154,440,"Post-Cranial","FeL1 R"
154,444,"Post-Cranial","FeL1 L"
154,42.6,"Post-Cranial","GLL R"
154,42.2,"Post-Cranial","GLL L"
154,28.9,"Post-Cranial","GLB L"
154,337,"Post-Cranial","HuL1 L"
154,48.2,"Post-Cranial","HuHD L"
154,20.7,"Post-Cranial","HuD1 L"
154,20.6,"Post-Cranial","HuD2 L"
154,72,"Post-Cranial","HuC L"
154,63.7,"Post-Cranial","HuE1 R"
154,234,"Post-Cranial","RaL R"
154,234,"Post-Cranial","RaL L"
154,24.4,"Post-Cranial","RaHD R"
154,24,"Post-Cranial","RaHD L"
154,253,"Post-Cranial","ULL1 R"
154,248,"Post-Cranial","ULL1 L"
154,56.7,"Post-Cranial","TaL L"
154,29.7,"Post-Cranial","FeD1 R"
154,29.9,"Post-Cranial","FeD1 L"
154,36.6,"Post-Cranial","FeD2 R"
154,37.5,"Post-Cranial","FeD2 L"
154,26.1,"Post-Cranial","FeD3 R"
154,26,"Post-Cranial","FeD3 L"
154,26.6,"Post-Cranial","FeD4 R"
154,25.2,"Post-Cranial","FeD4 L"
154,96,"Post-Cranial","FeC R"
154,97,"Post-Cranial","FeC L"
154,81.8,"Post-Cranial","FeE R"
154,80.9,"Post-Cranial","FeE L"
154,357,"Post-Cranial","TiL1 R"
154,360,"Post-Cranial","TiL1 L"
154,356,"Post-Cranial","TiL2 R"
154,359,"Post-Cranial","TiL2 L"
154,37.1,"Post-Cranial","TiD1 R"
154,25.8,"Post-Cranial","TiD2 R"
154,355,"Post-Cranial","FiL1 R"
154,77.8,"Post-Cranial","CaL R"
154,78.9,"Post-Cranial","CaL L"
154,57.5,"Post-Cranial","TaL R"
154,46.9,"Post-Cranial","FeHD L"
154,436,"Post-Cranial","FeL2 R"
154,440,"Post-Cranial","FeL2 L"
154,47.1,"Post-Cranial","FeHD R"
157,64.3,"Cranial","ext-B External Breadth (ecm-ecm)"
157,151,"Cranial","B Maximum Breadth"
157,330,"Cranial","BQ' Transverse Biporial Arc"
157,130,"Cranial","S2 Parietal Arc"
157,122,"Cranial","S3 Occipital Arc"
157,116.5,"Cranial","S2' Parietal Chord"
157,102.8,"Cranial","S3' Occipital Chord"
157,116,"Cranial","Biast B Biasterionic Breadth"
157,37.5,"Cranial","FL Foraminal Length"
157,30.6,"Cranial","FB Foraminal Breadth"
157,135,"Cranial","PBH Porion-Bregma Height R"
157,133,"Cranial","PBH Porion-Bregma Height L"
157,30.2,"Mandibular","H1 Symphyseal Height"
157,40.5,"Mandibular","ZZ Biforamen Breadth"
157,130,"Mandibular","M< Mandibular Angle"
157,32,"Mandibular","RB' Minimum Ramus B R"
157,31.2,"Mandibular","RB' Minimum Ramus B L"
157,64.8,"Mandibular","CrH Coronoid Height R"
157,62.2,"Mandibular","CrH Coronoid Height L"
157,61,"Mandibular","RH Ramus Height R"
157,64.3,"Mandibular","RH Ramus Height L"
157,116.4,"Post-Cranial","SaB"
157,45.8,"Post-Cranial","BW"
157,163,"Post-Cranial","CLL1 R"
157,42.8,"Post-Cranial","GLL R"
157,27.8,"Post-Cranial","GLB R"
157,336,"Post-Cranial","HuL1 R"
157,47,"Post-Cranial","HuHD R"
157,20,"Post-Cranial","HuD1 R"
157,16,"Post-Cranial","HuD2 R"
157,61,"Post-Cranial","HuC R"
157,67.3,"Post-Cranial","HuE1 R"
157,253,"Post-Cranial","RaL R"
157,25,"Post-Cranial","RaHD R"
157,24.3,"Post-Cranial","RaHD L"
157,25.4,"Post-Cranial","FeD1 L"
157,33.2,"Post-Cranial","FeD3 L"
157,37.4,"Cranial","G'2 Palatal Breadth (end-end)"
161,56.4,"Cranial","NH' Nasal Height"
161,21.6,"Cranial","NB Nasal Breadth"
161,8.6,"Cranial","SC Simotic Chord"
161,24.2,"Cranial","DC Bi-Dacryonic Chord"
161,44,"Cranial","DA Bi-Dacryonic Arc"
161,49.6,"Cranial","G'1 Palatal Length (st-o)"
161,55.7,"Cranial","ext-L External Length"
161,53.5,"Cranial","ext-B External Breadth (ecm-ecm)"
161,35.2,"Cranial","O'1 Orbital Breadth R"
161,175,"Cranial","L Maximum Length"
161,135,"Cranial","B Maximum Breadth"
161,130,"Cranial","H' Basi-Bregmatic Height"
161,94,"Cranial","LB Basi-Nasal Length"
161,90,"Cranial","GL Basi-Alveolar Length"
161,294,"Cranial","BQ' Transverse Biporial Arc"
161,125,"Cranial","S1 Frontal Arc"
161,125,"Cranial","S2 Parietal Arc"
161,110,"Cranial","S3 Occipital Arc"
161,105.8,"Cranial","S1' Frontal Chord"
161,109.6,"Cranial","S2' Parietal Chord"
161,88.8,"Cranial","S3' Occipital Chord"
161,505,"Cranial","U Max. Circumference"
161,108.6,"Cranial","Biast B Biasterionic Breadth"
161,37.8,"Cranial","FL Foraminal Length"
161,34.5,"Cranial","FB Foraminal Breadth"
161,89.2,"Cranial","ec-ec Bi-Orbital Breadth"
161,96,"Cranial","fmt-fmt Upper Facial Breadth"
161,120.4,"Cranial","TFH Total Facial Height"
161,73.5,"Cranial","G'H Upper Facial Height"
161,35.4,"Cranial","O'1 Orbital Breadth L"
161,39,"Cranial","O'2 Orbital Length L"
161,117,"Cranial","PBH Porion-Bregma Height R"
161,120,"Cranial","PBH Porion-Bregma Height L"
161,106,"Mandibular","ML Maximum Length"
161,116,"Mandibular","W1 Bicondylar Width"
161,30,"Mandibular","H1 Symphyseal Height"
161,44.8,"Mandibular","ZZ Biforamen Breadth"
161,130,"Mandibular","M< Mandibular Angle"
161,32.8,"Mandibular","RB' Minimum Ramus B L"
161,102.2,"Post-Cranial","SaL"
161,119.8,"Post-Cranial","SaB"
161,45.7,"Post-Cranial","BW"
161,437,"Post-Cranial","FeL1 R"
161,440,"Post-Cranial","FeL1 L"
161,137,"Post-Cranial","CLL1 R"
161,142,"Post-Cranial","CLL1 L"
161,38,"Post-Cranial","GLL R"
161,36.5,"Post-Cranial","GLL L"
161,24.8,"Post-Cranial","GLB R"
161,23.4,"Post-Cranial","GLB L"
161,304,"Post-Cranial","HuL1 R"
161,294,"Post-Cranial","HuL1 L"
161,40.9,"Post-Cranial","HuHD R"
161,40.8,"Post-Cranial","HuHD L"
161,20.8,"Post-Cranial","HuD1 R"
161,20.3,"Post-Cranial","HuD1 L"
161,17.5,"Post-Cranial","HuD2 R"
161,17.2,"Post-Cranial","HuD2 L"
161,64,"Post-Cranial","HuC R"
161,64,"Post-Cranial","HuC L"
161,56,"Post-Cranial","HuE1 R"
161,55.4,"Post-Cranial","HuE1 L"
161,216,"Post-Cranial","RaL R"
161,214,"Post-Cranial","RaL L"
161,20.2,"Post-Cranial","RaHD R"
161,19.7,"Post-Cranial","RaHD L"
161,232,"Post-Cranial","ULL1 R"
161,230,"Post-Cranial","ULL1 L"
161,47.8,"Post-Cranial","TaL L"
161,29.3,"Post-Cranial","FeD1 R"
161,26.3,"Post-Cranial","FeD1 L"
161,28,"Post-Cranial","FeD2 R"
161,29,"Post-Cranial","FeD2 L"
161,27.4,"Post-Cranial","FeD3 R"
161,26.8,"Post-Cranial","FeD3 L"
161,25.1,"Post-Cranial","FeD4 R"
161,25,"Post-Cranial","FeD4 L"
161,82,"Post-Cranial","FeC R"
161,78,"Post-Cranial","FeC L"
161,73.7,"Post-Cranial","FeE R"
161,71.3,"Post-Cranial","FeE L"
161,348,"Post-Cranial","TiL1 R"
161,351,"Post-Cranial","TiL1 L"
161,348,"Post-Cranial","TiL2 R"
161,349,"Post-Cranial","TiL2 L"
161,30.4,"Post-Cranial","TiD1 R"
161,26.6,"Post-Cranial","TiD1 L"
161,22.9,"Post-Cranial","TiD2 R"
161,22.5,"Post-Cranial","TiD2 L"
161,66.8,"Post-Cranial","TiE R"
161,65.6,"Post-Cranial","TiE L"
161,346,"Post-Cranial","FiL1 R"
161,347,"Post-Cranial","FiL1 L"
161,80,"Post-Cranial","CaL R"
161,80.8,"Post-Cranial","CaL L"
161,48.6,"Post-Cranial","TaL R"
161,42.6,"Post-Cranial","FeHD L"
161,434,"Post-Cranial","FeL2 R"
161,434,"Post-Cranial","FeL2 L"
161,43.3,"Post-Cranial","FeHD R"
161,30.8,"Cranial","G'2 Palatal Breadth (end-end)"
169,452,"Post-Cranial","FeL1 R"
169,64.6,"Post-Cranial","HuE1 R"
169,66.8,"Post-Cranial","HuE1 L"
169,257,"Post-Cranial","ULL1 R"
169,254,"Post-Cranial","ULL1 L"
169,54.9,"Post-Cranial","TaL L"
169,31.8,"Post-Cranial","FeD1 R"
169,31,"Post-Cranial","FeD2 R"
169,28.3,"Post-Cranial","FeD2 L"
169,26.2,"Post-Cranial","FeD3 R"
169,30.6,"Post-Cranial","FeD3 L"
169,25.3,"Post-Cranial","FeD4 R"
169,80,"Post-Cranial","FeC R"
169,82.7,"Post-Cranial","FeE R"
169,83.4,"Post-Cranial","FeE L"
169,355,"Post-Cranial","TiL1 R"
169,358,"Post-Cranial","TiL1 L"
169,354,"Post-Cranial","TiL2 R"
169,357,"Post-Cranial","TiL2 L"
169,33.2,"Post-Cranial","TiD1 R"
169,32.9,"Post-Cranial","TiD1 L"
169,22.4,"Post-Cranial","TiD2 R"
169,23.1,"Post-Cranial","TiD2 L"
169,75.5,"Post-Cranial","TiE R"
169,75.3,"Post-Cranial","TiE L"
169,87.5,"Post-Cranial","CaL R"
169,86.4,"Post-Cranial","CaL L"
169,55.3,"Post-Cranial","TaL R"
169,447,"Post-Cranial","FeL2 R"
169,48.5,"Post-Cranial","FeHD R"
188,335,"Post-Cranial","HuL1 R"
188,51.3,"Post-Cranial","HuHD R"
188,23.9,"Post-Cranial","HuD1 R"
188,20.7,"Post-Cranial","HuD2 R"
188,77,"Post-Cranial","HuC R"
188,250,"Post-Cranial","RaL R"
188,269,"Post-Cranial","ULL1 L"
188,54.4,"Post-Cranial","TaL L"
188,32.1,"Post-Cranial","FeD1 R"
188,37.9,"Post-Cranial","FeD2 R"
188,372,"Post-Cranial","TiL1 R"
188,370,"Post-Cranial","TiL2 R"
188,33.2,"Post-Cranial","TiD1 R"
188,27.8,"Post-Cranial","TiD2 R"
188,54,"Post-Cranial","TaL R"
188,52.7,"Post-Cranial","FeHD L"
188,50.3,"Post-Cranial","FeHD R"
193,87.7,"Cranial","GB Bimaxillary Breadth"
193,46,"Cranial","NH' Nasal Height"
193,20.6,"Cranial","NB Nasal Breadth"
193,19.5,"Cranial","DC Bi-Dacryonic Chord"
193,45.5,"Cranial","G'1 Palatal Length (st-o)"
193,49.8,"Cranial","ext-L External Length"
193,59.4,"Cranial","ext-B External Breadth (ecm-ecm)"
193,34.2,"Cranial","O'1 Orbital Breadth R"
193,192,"Cranial","L Maximum Length"
193,138,"Cranial","B Maximum Breadth"
193,138,"Cranial","H' Basi-Bregmatic Height"
193,97,"Cranial","LB Basi-Nasal Length"
193,88,"Cranial","GL Basi-Alveolar Length"
193,300,"Cranial","BQ' Transverse Biporial Arc"
193,135,"Cranial","S1 Frontal Arc"
193,140,"Cranial","S2 Parietal Arc"
193,120,"Cranial","S3 Occipital Arc"
193,117.8,"Cranial","S1' Frontal Chord"
193,120,"Cranial","S2' Parietal Chord"
193,103,"Cranial","S3' Occipital Chord"
193,535,"Cranial","U Max. Circumference"
193,115.4,"Cranial","Biast B Biasterionic Breadth"
193,37.3,"Cranial","FL Foraminal Length"
193,28.2,"Cranial","FB Foraminal Breadth"
193,87.7,"Cranial","ec-ec Bi-Orbital Breadth"
193,96.8,"Cranial","fmt-fmt Upper Facial Breadth"
193,110,"Cranial","TFH Total Facial Height"
193,69,"Cranial","G'H Upper Facial Height"
193,36.4,"Cranial","O'1 Orbital Breadth L"
193,35.4,"Cranial","O'2 Orbital Length R"
193,34.4,"Cranial","O'2 Orbital Length L"
193,124,"Cranial","PBH Porion-Bregma Height R"
193,126,"Cranial","PBH Porion-Bregma Height L"
193,108,"Mandibular","ML Maximum Length"
193,101,"Mandibular","W1 Bicondylar Width"
193,32.1,"Mandibular","H1 Symphyseal Height"
193,83.3,"Mandibular","GoGo Bigonial Breadth"
193,48.2,"Mandibular","ZZ Biforamen Breadth"
193,128,"Mandibular","M< Mandibular Angle"
